model_name,precision,recall,mAP_0.5,mAP_0.5:0.95
yolo6l-d6w5_448,0.6930510002353198,0.5154174059554812,0.5686953904038491,0.4115957733631791
yolo6l-d6w5_480,0.695800717517486,0.5267190129774164,0.5794091239203876,0.4201683161470548
yolo6m-d1w25_160,0.4548843899466244,0.2377568687401075,0.2443562408777149,0.162652258881482
yolo6m-d1w25_192,0.5159196382467781,0.2856859611597951,0.2997001141759317,0.2023652188980034
yolo6m-d1w25_224,0.5408126698097991,0.326664103610485,0.3420922852047461,0.2330208862158172
yolo6m-d1w25_256,0.5885730267877907,0.3511011499833371,0.3820966118021237,0.2617452634976632
yolo6m-d1w25_288,0.5749862283735183,0.3812536106541286,0.4097804861354248,0.2845265086256586
yolo6m-d1w25_320,0.5975887072050345,0.4025812854580989,0.4352746871636905,0.3040034466016236
yolo6m-d1w25_352,0.6261489213275129,0.4227976523608777,0.4578709710331414,0.3222837667456668
yolo6m-d1w25_384,0.6228132133755219,0.4438678106321155,0.4782803907564822,0.3384737447654238
yolo6m-d1w25_416,0.6448884929218035,0.4480188731626366,0.4907719859043474,0.3500150576781523
yolo6m-d1w25_448,0.6362668991014556,0.4638325661071455,0.5036426451080253,0.3597185115309226
yolo6m-d1w25_480,0.653325735624397,0.4710898726389965,0.5167251356382326,0.3700083040295156
yolo6m-d33w25_160,0.4205152314453554,0.217442874939496,0.2136150910211977,0.1378690230962315
yolo6m-d33w25_192,0.4667023791416683,0.2583746672375403,0.2625204203073441,0.1719431621684016
yolo6m-d33w25_224,0.5045005502808494,0.2888808537168422,0.3044678283816721,0.2025832826970133
yolo6m-d33w25_256,0.5311635928436809,0.3263093650492196,0.339239590415768,0.2282285937715575
yolo6m-d33w25_288,0.5512876212215019,0.3494165093216284,0.3667206844834701,0.2485535779972545
yolo6m-d33w25_320,0.5690365025774456,0.3653744617025368,0.3932398941496325,0.2702064379782773
yolo6m-d33w25_352,0.5907618890300734,0.3899831505921501,0.4140552523449902,0.2853412925329456
yolo6m-d33w25_384,0.6059369527758882,0.3943957250775886,0.4318858810166784,0.2984481582175191
yolo6m-d33w25_416,0.6050205818863736,0.4144478768083831,0.4479373071150463,0.3110781090437786
yolo6m-d33w25_448,0.6071519252376468,0.4286872926532813,0.4644692557569462,0.3239510951634448
yolo6m-d33w25_480,0.6206755350726015,0.4425882608270564,0.4772399909346056,0.3344001357535645
yolo6m-d33w5_160,0.5137015062001116,0.2948704636424178,0.306509462754025,0.2044193330157052
yolo6m-d33w5_192,0.558479175316377,0.3358084564473903,0.3556415637573106,0.2434080195492476
yolo6m-d33w5_224,0.5975863306178317,0.3705693847879026,0.4016056746422128,0.2773860787123833
yolo6m-d33w5_256,0.5968726253536271,0.4036058880429948,0.4353060640238039,0.3031591855972511
yolo6m-d33w5_288,0.6292275904199606,0.4302138873571163,0.4649392582228378,0.3248886061982476
yolo6m-d33w5_320,0.6379741370969894,0.4532439110917918,0.488403390342422,0.344274235296911
yolo6m-d33w5_352,0.6478351766048689,0.4683748716125951,0.5102175477748038,0.3622513348407316
yolo6m-d33w5_384,0.6459125773676121,0.4881320817648539,0.5268461734060492,0.3768615144980271
yolo6m-d33w5_416,0.6652913426614361,0.4924221273216133,0.5405938379328662,0.3884931706380455
yolo6m-d33w5_448,0.6796603465668196,0.5036849740867477,0.5554027457484774,0.3996862234250569
yolo6m-d33w5_480,0.6801313334505442,0.5165658368520882,0.5659354003373844,0.4095504148954068
yolo6m-d33w75_160,0.577873416372182,0.3211441970615342,0.3470099696828869,0.2374232033611117
yolo6m-d33w75_192,0.6069672635468824,0.3666980035177264,0.3965104168815331,0.2765162369119074
yolo6m-d33w75_224,0.6059535693679377,0.4118161451342722,0.4409356643864973,0.3108723213409537
yolo6m-d33w75_256,0.6478971645761744,0.4377970743834213,0.4766788211507569,0.3367455154452322
yolo6m-d33w75_288,0.6688687099012229,0.4586829224960249,0.506961828987017,0.3611402040601181
yolo6m-d33w75_320,0.6629428710525284,0.4857551949314391,0.5305941849819575,0.3815095998963677
yolo6m-d33w75_352,0.6666250124245845,0.5058941864956675,0.5502456707610882,0.3959482483095878
yolo6m-d33w75_384,0.6688780578088434,0.5141556877388149,0.5634430760593437,0.4089389559726119
yolo6m-d33w75_416,0.6725965519731908,0.5368632529825141,0.5805308469895737,0.4229220001509701
yolo6m-d33w75_448,0.6824177429128307,0.5457790667764486,0.5940430341465956,0.4340593180912158
yolo6m-d33w75_480,0.7108567516441819,0.5485701702241987,0.6032515724570497,0.4419687317635805
yolo6m-d6w25_160,0.4514374716521162,0.2334412922485613,0.2344570656141698,0.1536362708013188
yolo6m-d6w25_192,0.5059231265317926,0.2730385457931517,0.2846387503315536,0.1882464334946451
yolo6m-d6w25_224,0.526652639487269,0.315386313529418,0.3292537053763877,0.2223085399627641
yolo6m-d6w25_256,0.536111350210924,0.3423327518091982,0.361604621083191,0.2452166311637416
yolo6m-d6w25_288,0.5718766453990252,0.3624988607981491,0.3903404780502461,0.2675467416941662
yolo6m-d6w25_320,0.568539678092566,0.3873743743193853,0.4147183492826486,0.2865801446924549
yolo6m-d6w25_352,0.5975848609214877,0.4001257137836692,0.4360623945668074,0.3042700171900797
yolo6m-d6w25_384,0.5971254817263763,0.4215174965543077,0.4572225275740833,0.3200681297498268
yolo6m-d6w25_416,0.6158282044031169,0.4346879075237284,0.4744156394861267,0.3319031188952957
yolo6m-d6w25_448,0.6318531066520053,0.4393762084856621,0.4857437242936118,0.3429075441360733
yolo6m-d6w25_480,0.6163498903503369,0.4589221825065567,0.4973241919094778,0.3517624036212088
yolo6m-d6w5_160,0.545804465891783,0.3065681100967938,0.3248156914655438,0.2183809152274992
yolo6m-d6w5_192,0.5965617024339649,0.3467133158271479,0.3759516529243165,0.258317276957854
yolo6m-d6w5_224,0.5960825981156739,0.3953616345804818,0.4220340977564191,0.2929957763056917
yolo6m-d6w5_256,0.6226476740679876,0.4324754574323723,0.4593901948069003,0.3218013316825021
yolo6m-d6w5_288,0.6593110937581852,0.4454664023513597,0.4861623838282091,0.3432213505770635
yolo6m-d6w5_320,0.6728155569638636,0.4674387459018942,0.510472171243195,0.3643003150791191
yolo6m-d6w5_352,0.6766942111932368,0.4841160524346537,0.5268688070203744,0.3786563505023455
yolo6m-d6w5_384,0.6884320439542054,0.4983598493968154,0.5446123173716241,0.3927513769909289
yolo6m-d6w5_416,0.6862844897887066,0.5089295152888293,0.5600704347096873,0.4059039585185841
yolo6m-d6w5_448,0.6959000128774688,0.5209256676910854,0.5739692857123437,0.4162883317665881
yolo6m-d6w5_480,0.6770732561952653,0.5334149770804792,0.5854314745964269,0.4258175528310684
yolo6m-d6w75_160,0.5817583741199883,0.334106535280551,0.3583328824098746,0.2469115643748951
yolo6m-d6w75_192,0.6124022717719487,0.3760012447924803,0.4110917101099828,0.28840495215145
yolo6m-d6w75_224,0.6200524413103141,0.425098170497263,0.4539908323605213,0.3217668224333982
yolo6m-d6w75_256,0.6561915110254857,0.4496965092530623,0.489800227259742,0.3485395658674913
yolo6m-d6w75_288,0.6695682431156487,0.4757838004253605,0.5175242367214836,0.371933288574709
yolo6m-d6w75_320,0.6775405326887748,0.498888755951433,0.5425377435788946,0.3926964745107064
yolo6m-d6w75_352,0.6816738365631719,0.5149618407982535,0.5612723266752132,0.4084734315802578
yolo6m-d6w75_384,0.6883526886071623,0.5322011402302629,0.5806208405441666,0.4241574594525721
yolo6m-d6w75_416,0.7113046028411081,0.5380979201158179,0.595322649013106,0.4363369693500353
yolo6m-d6w75_448,0.7046376806099468,0.5542004344815008,0.6089797829791865,0.4463687580774138
yolo6m-d6w75_480,0.7025540802428927,0.5577842083659312,0.6184979477088366,0.4547835861445543
yolo6s-d33w25_160,0.4186382735498457,0.2203733149628703,0.2168975522115526,0.1407986052832544
yolo6s-d33w25_192,0.4529791038910839,0.2651564480090322,0.2658600739710562,0.1748659909482978
yolo6s-d33w25_224,0.4944151190352091,0.3038113306390649,0.3114480317977551,0.2096886766249093
yolo6s-d33w25_256,0.5232794466399742,0.3308142675029974,0.3460156328444949,0.2344174873687266
yolo6s-d33w25_288,0.5626724550192188,0.3549320836799021,0.3776883613888014,0.2583642682241893
yolo6s-d33w25_320,0.5698806711097383,0.3760515407693987,0.4023084623276626,0.2762462339179358
yolo6s-d33w25_352,0.5886450987909957,0.3953145953278072,0.4243044867098072,0.2922878025667614
