mAP_0.5:0.95_voc,mAP_0.5_voc,precision_voc,recall_voc,mAP_0.5:0.95_sku,mAP_0.5_sku,precision_sku,recall_sku,mAP_0.5:0.95_wider,mAP_0.5_wider,precision_wider,recall_wider,mAP_0.5:0.95_coco,mAP_0.5_coco,precision_coco,recall_coco,nano_gpu_latency,openvino_latency,vim3_latency,raspi4_tflite_latency,orange_pi_latency,a40_trt_latency,pi5_ort_latency,pi4_ort_latency,model_name,model_family
0.71885,0.89246,0.82714,0.83391,0.56718,0.90805,0.9115,0.85291,0.36316,0.65424,0.84137,0.56479,0.455645323588582,0.6201949039314918,0.7070996251571344,0.5674350560287557,419.3188913663228,79.5517663160959,276.2163333333333,3110.746666666667,200.01557666666665,4.221715927124,748.1585502624512,2438.040729761124,yolo5d67w1_448,YOLOv5
0.71782,0.89308,0.84232,0.82889,0.59186,0.91372,0.91131,0.85836,0.37495,0.67728,0.85186,0.58578,0.4644324828803096,0.6286175910071461,0.7078220282356861,0.5717830275808616,469.1223529974619,95.928167104721,307.5236666666667,3547.7233333333334,225.7407333333333,4.7048473358154,886.9275534152985,2890.689752499263,yolo5d67w1_480,YOLOv5
0.42996,0.62634,0.70681,0.554,0.31188,0.61241,0.73018,0.52462,0.12394,0.24842,0.62805,0.21225,0.1464257052584484,0.2266413286136585,0.419632695472569,0.22817632946269,24.9820892016092,1.9401303927103,9.6453333333333,26.7266666666666,17.0420666666666,1.1837887763977002,11.5479636192321,38.3186133702595,yolo5d67w25_160,YOLOv5
0.47882,0.68216,0.725,0.61519,0.36926,0.69223,0.77708,0.61223,0.14906,0.2948,0.66435,0.25396,0.1851532213498728,0.277557231974906,0.4932681812825928,0.2652127806880996,25.599265495936,2.3435350259144,12.5503333333333,36.05,19.37535,1.2089729309082,15.6362700462341,50.2362100283304,yolo5d67w25_192,YOLOv5
0.51755,0.72073,0.75555,0.64979,0.3812,0.73821,0.80258,0.65986,0.17423,0.33934,0.69868,0.2921,0.2143166756319212,0.3190326468617476,0.5198353022804147,0.3015500532375076,26.417363484700505,2.8920757770537,15.6066666666666,49.2299999999999,24.93651,1.2430429458618002,19.99973654747,67.2740379969278,yolo5d67w25_224,YOLOv5
0.54878,0.75185,0.77814,0.66724,0.45034,0.78624,0.83264,0.709,0.19595,0.37822,0.72713,0.32346,0.23952787960262,0.3537105142143476,0.5352441458141849,0.3343400194133857,26.8906247615813,3.4097258249918,19.3226666666666,63.58,22.3084866666666,1.2701416015625,23.408601284027,81.2500540415445,yolo5d67w25_256,YOLOv5
0.57375,0.77519,0.79559,0.69302,0.47619,0.81475,0.85102,0.73979,0.21575,0.41361,0.73932,0.35657,0.2633833140948279,0.3846290582580868,0.5518327812628764,0.3580653215739238,36.4393500487009,4.1640885670979,28.3856666666666,81.8,27.180300000000003,1.3739585876464,32.0094013214111,107.8417416413624,yolo5d67w25_288,YOLOv5
0.58835,0.78658,0.78092,0.71673,0.49825,0.83579,0.86365,0.75992,0.23832,0.45363,0.76203,0.38848,0.2833913650846741,0.4106140949672509,0.5653062777755969,0.3833107118691063,40.2021833260853,4.779930114746,32.3443333333333,104.2366666666666,31.52788,1.3489365577697,40.057452917099,131.3988562424977,yolo5d67w25_320,YOLOv5
0.60406,0.80335,0.8022,0.72673,0.51343,0.85044,0.87658,0.7741,0.25426,0.48107,0.7659,0.41573,0.2990206107073281,0.431866629668502,0.5905060646257606,0.3979830269367489,46.5862274169921,5.599000851313201,38.9343333333333,125.9166666666666,36.6504633333332,1.3634467124938,49.7571611404418,160.0962118307749,yolo5d67w25_352,YOLOv5
0.61469,0.81078,0.80399,0.72951,0.52777,0.86266,0.88353,0.78773,0.27266,0.51142,0.77997,0.44172,0.3144358893424131,0.4518801501457785,0.6034236031133873,0.416385358193175,51.2012950579325,6.2453170617421,45.11,149.7566666666666,35.8001133333333,1.4430475234985,59.13179397583,191.31857991218558,yolo5d67w25_384,YOLOv5
0.62732,0.82263,0.82171,0.73862,0.53921,0.87378,0.88672,0.80255,0.28724,0.53776,0.79038,0.46533,0.3267169776436425,0.4667708720990252,0.6031532454231708,0.430404433119277,62.134637435277206,7.3125481605529,52.721,179.49,41.5010366666666,1.4769077301025,71.7619252204895,227.4500095844268,yolo5d67w25_416,YOLOv5
0.62785,0.82289,0.80527,0.74841,0.53102,0.87792,0.89411,0.80478,0.30064,0.56258,0.80437,0.48474,0.339227532023054,0.4821843913116933,0.6087539253225225,0.4446440859553371,68.4169820944467,8.079438606897899,60.181,211.9933333333333,45.6110999999999,1.5625977516174,87.02530503273009,269.9453341960907,yolo5d67w25_448,YOLOv5
0.63236,0.82982,0.80929,0.75057,0.55596,0.88742,0.89652,0.81674,0.31476,0.58324,0.8071,0.50903,0.3456652889813303,0.4885995064883108,0.613703358213552,0.4524445844914742,78.596581617991,9.2081137498219,68.6013333333333,245.34,54.7792866666666,1.6106081008911002,100.765300989151,307.34987417856854,yolo5d67w25_480,YOLOv5
0.51415,0.71306,0.75674,0.64657,0.3595,0.65755,0.76809,0.5534,0.14845,0.28926,0.66876,0.24005,0.21575052184176,0.3221247566472197,0.5270720615836992,0.3101970717153892,35.9287885824838,5.1099359989165,18.3306666666666,115.1566666666666,23.37164,1.6743350028991,31.876807212829497,108.5082475344339,yolo5d67w5_160,YOLOv5
0.55806,0.76181,0.77992,0.69343,0.41611,0.72948,0.81142,0.6374,0.17796,0.34071,0.70347,0.28476,0.256887005177786,0.3763859108578373,0.5670586521887403,0.3478694126172926,43.1830461819966,6.2841244538624,24.197,155.7866666666666,31.180119999999903,1.7059350013732,40.3194451332092,139.4557591279347,yolo5d67w5_192,YOLOv5
0.59308,0.78993,0.80804,0.71973,0.42488,0.78381,0.83539,0.70133,0.20604,0.38728,0.73987,0.32539,0.2902222691257385,0.4194650659875795,0.590931165894472,0.3928639609677432,51.8019258975982,7.8032632668812,32.5503333333333,221.95,33.291659999999894,1.7602872848509998,55.3976416587829,194.573285182317,yolo5d67w5_224,YOLOv5
0.61649,0.81341,0.80144,0.75134,0.4982,0.82951,0.86595,0.75023,0.23022,0.43192,0.75906,0.36582,0.3153338338718016,0.4543843992573226,0.6216665999617346,0.4195653612703117,56.5042368570963,9.496982892354302,41.1796666666666,224.85,42.3861333333333,1.7790722846984002,65.57703733444211,227.04228123029068,yolo5d67w5_256,YOLOv5
0.63887,0.83378,0.82625,0.75779,0.51989,0.85202,0.87733,0.78077,0.25138,0.46673,0.77327,0.3965,0.3390713204844607,0.4806634679790846,0.6314621537396425,0.443741764881374,81.1884510517119,10.9264723459879,58.3456666666666,294.9033333333333,51.5331633333333,1.9910669326782,88.6410629749298,323.6293073495229,yolo5d67w5_288,YOLOv5
0.64873,0.83626,0.81941,0.77027,0.53824,0.86957,0.88831,0.79879,0.27492,0.50619,0.78721,0.43158,0.3618978607931804,0.5091833674614693,0.6550127683905214,0.4686689610968217,92.1985097726186,12.9810229937235,69.20700000000001,361.8433333333333,55.3483133333333,1.9594144821166,111.26025915145873,374.4581151008606,yolo5d67w5_320,YOLOv5
0.66087,0.85085,0.81918,0.78861,0.55044,0.88066,0.89472,0.80889,0.2927,0.53905,0.80614,0.45989,0.3770309587055956,0.52875979882888,0.6478756968378206,0.4851103868189517,103.094390630722,15.1546839872995,80.6933333333333,437.42,67.7186499999999,2.0433807373046,136.0127854347229,467.6069076855977,yolo5d67w5_352,YOLOv5
0.66684,0.85189,0.83226,0.78541,0.56035,0.88889,0.90223,0.82206,0.3089,0.56851,0.81319,0.48793,0.3917259633704002,0.543625510595194,0.6747596694846522,0.4928218083364571,122.2355429331461,17.2510886192321,95.3189999999999,531.0433333333333,74.04347333333331,2.1187949180603,160.9857988357544,535.8698582649231,yolo5d67w5_384,YOLOv5
0.67167,0.85721,0.83451,0.79171,0.56816,0.89423,0.90209,0.83218,0.3243,0.59248,0.81538,0.51176,0.4051419433027623,0.5597313958304568,0.6734993816638133,0.5098822562569019,147.9594139258066,19.9239857991535,109.3536666666666,639.3966666666668,85.8899399999999,2.2496008872985,196.5092194080352,633.5889983177184,yolo5d67w5_416,YOLOv5
0.67933,0.86111,0.83249,0.79576,0.55657,0.89934,0.90449,0.83554,0.33773,0.61718,0.82702,0.53553,0.4149958545004248,0.5736498192138135,0.6774679649465651,0.5226059360201368,161.9416133562723,22.5701848665872,124.591,736.2033333333334,94.1035433333333,2.2823882102966,237.26343750953671,750.5057982603707,yolo5d67w5_448,YOLOv5
0.67793,0.86546,0.82444,0.79535,0.57837,0.90251,0.91074,0.84282,0.34931,0.63749,0.83231,0.55433,0.4234587987706456,0.5823717593594515,0.6775020559367491,0.5347664406832756,183.5984977086384,30.222181479136,143.7896666666666,847.6566666666666,105.9119966666666,2.4508023262023,270.4692602157593,867.5737110773722,yolo5d67w5_480,YOLOv5
0.57629,0.77176,0.78877,0.71379,0.40451,0.70748,0.80411,0.59755,0.17136,0.32235,0.6991,0.25837,0.2721338618772291,0.3912773515230573,0.6072628709535898,0.3595877510035185,111.3085401058196,18.1097010771432,48.3,616.07,49.27839,3.2804679870605,129.2040705680847,430.9994379679362,yolo5l_160,YOLOv5
0.6153,0.80836,0.81703,0.73341,0.45974,0.77531,0.84472,0.68111,0.20271,0.37741,0.73353,0.30597,0.3111945789745803,0.4426729501318954,0.6258451243356157,0.4084677921610776,143.0174708366393,22.9660872618357,64.75,837.3966666666666,51.1992266666666,3.2867646217346,168.6623084545135,559.8905432224274,yolo5l_192,YOLOv5
0.64201,0.83192,0.82776,0.76382,0.45611,0.81488,0.85817,0.72998,0.2316,0.42366,0.75874,0.34957,0.3453108232820459,0.4851633568809534,0.6320738066733833,0.4464516284859863,168.0332140127817,28.6080956459044,84.7023333333333,1182.493333333333,74.18918,3.4020233154296,238.3784067630767,782.9630585511526,yolo5l_224,YOLOv5
0.66474,0.84894,0.84143,0.78489,0.52816,0.85354,0.88198,0.77755,0.25691,0.46963,0.771,0.39392,0.3737131069698033,0.5229398118167423,0.6693820865005861,0.4778137910806329,182.7391831080118,36.6487590471903,101.76,1181.5766666666668,83.67784,3.4505867958068,260.9400987625121,926.5800340970357,yolo5l_256,YOLOv5
0.67873,0.85947,0.8294,0.79818,0.54833,0.87451,0.89548,0.80089,0.27805,0.5071,0.78615,0.4274,0.3967906501914878,0.5493696587698511,0.670359104278081,0.5045824531681425,258.457695643107,42.1490661303202,154.8333333333333,1552.013333333333,102.24028,3.8050103187561,342.2358405590057,1254.8706277211509,yolo5l_288,YOLOv5
0.69151,0.86748,0.83163,0.81498,0.56097,0.88652,0.89905,0.82012,0.30256,0.54861,0.81118,0.46425,0.4185081661260543,0.5740010553511856,0.693785625289616,0.5231946273436339,294.153356552124,50.8274789651234,180.467,1893.76,126.33152,3.833429813385,425.4055106639862,1495.6609257062275,yolo5l_320,YOLOv5
0.70216,0.8808,0.81882,0.82807,0.56969,0.89665,0.9044,0.83303,0.3196,0.57622,0.82234,0.49096,0.4314556769847232,0.5909880305973517,0.6962812324008368,0.5393397328205807,327.2070538997649,59.1749882698058,218.8613333333333,2284.52,148.0304266666667,4.2083191871643,516.7270123958588,1872.0009549458825,yolo5l_352,YOLOv5
0.71072,0.88396,0.81756,0.83366,0.57601,0.90043,0.9042,0.84458,0.33645,0.60854,0.82352,0.52149,0.4450216932719529,0.6075018851480709,0.6998699735336569,0.5538717735321054,372.1501537164052,74.74661151568091,243.924,2722.3866666666668,165.81673999999998,4.3461346626281,627.607274055481,2070.7582517464957,yolo5l_384,YOLOv5
0.70911,0.87893,0.84785,0.82218,0.58387,0.90808,0.90933,0.85054,0.35252,0.63599,0.84048,0.54518,0.4579224774979187,0.6203360216484567,0.6972242289672839,0.5715205526075037,452.2829008102416,81.1428479353586,283.26266666666663,3215.8866666666668,204.5522066666666,4.9000144004821,744.1415822505951,2517.713416020076,yolo5l_416,YOLOv5
0.71846,0.88475,0.85177,0.82658,0.568,0.9063,0.90926,0.85101,0.36526,0.65838,0.8488,0.57023,0.4661056380086855,0.6301634859688576,0.7151098733819998,0.5705929211073186,485.42178591092426,98.49472999572752,326.1896666666666,3726.903333333333,226.5375899999999,5.0383877754211,893.0454528331757,2992.576150894165,yolo5l_448,YOLOv5
0.73075,0.89937,0.83417,0.84583,0.59276,0.91407,0.91437,0.85929,0.37721,0.67932,0.85223,0.58841,0.4749700282742641,0.6391207392691661,0.7043378284303017,0.5826752132968112,541.7136490345001,117.514354387919,360.8986666666667,4319.0,256.31966333333327,5.55419921875,1050.0969421863556,3508.3053048451743,yolo5l_480,YOLOv5
0.54973,0.75159,0.78366,0.68057,0.38765,0.69157,0.79681,0.58337,0.16382,0.31074,0.69665,0.24978,0.2438715288951662,0.3593618915596676,0.5813869239174283,0.3329720345672337,63.2749199867248,10.2553518613179,29.391,274.6433333333333,30.3521833333333,2.2156834602355,64.6598446369171,208.8212776184081,yolo5m_160,YOLOv5
0.59494,0.79063,0.80685,0.71889,0.44472,0.76398,0.8333,0.67226,0.19449,0.3645,0.72398,0.29984,0.2843550755497025,0.4117933567199592,0.6012848948768543,0.3790900255294768,78.37465524673449,12.1846866607665,38.9576666666666,381.08333333333337,39.02858,2.1827292442321,81.72071695327759,270.294222831726,yolo5m_192,YOLOv5
0.62341,0.81679,0.82172,0.74668,0.44296,0.80184,0.85131,0.71668,0.22086,0.41034,0.74867,0.34213,0.3193984288207724,0.4577846519100864,0.6208193472989633,0.4212998390206159,91.5010197957356,15.369834502538,51.62866666666661,536.4833333333333,44.28231999999991,2.3066210746765,109.54213857650753,387.9180892308553,yolo5m_224,YOLOv5
0.64137,0.83385,0.83415,0.75849,0.51708,0.84475,0.87884,0.76434,0.24533,0.45349,0.7631,0.38132,0.3486338225396366,0.4952909059415358,0.6455962608813668,0.4564176790408522,99.0516297022501,18.5136938095092,60.098999999999904,529.9200000000001,54.8819733333333,2.3239374160766,127.4172818660736,461.40069882074994,yolo5m_256,YOLOv5
0.66155,0.84622,0.82538,0.7868,0.53838,0.86567,0.88619,0.79408,0.26781,0.49292,0.7835,0.41701,0.3716560488378052,0.5207918686974392,0.6607808729399616,0.473417027173466,141.6638243198394,21.7134535312652,92.70933333333328,695.4233333333333,68.17062,2.5399708747863,172.2337257862091,619.3646669387816,yolo5m_288,YOLOv5
0.673,0.85692,0.83774,0.78349,0.55228,0.87936,0.8971,0.81202,0.29075,0.53158,0.80054,0.45127,0.3924258796005865,0.544053708942814,0.668175349458502,0.497076269520025,166.5975069999694,25.7497243086496,107.149,856.4066666666666,83.9656066666666,2.6218342781066,210.3948509693145,739.7926874955494,yolo5m_320,YOLOv5
0.67991,0.86035,0.83365,0.80138,0.56106,0.88754,0.90119,0.82311,0.30858,0.56283,0.80819,0.48179,0.4087675004057103,0.5666759001443078,0.6706275056347237,0.5192786811195262,185.5989468097686,30.1165175437927,130.7446666666666,1048.9233333333334,91.7266433333333,2.7471256256103,261.5808022022247,895.691113471985,yolo5m_352,YOLOv5
0.69006,0.86863,0.84342,0.80153,0.57104,0.89485,0.90393,0.83503,0.32591,0.5939,0.82251,0.51056,0.4208823675109918,0.5794948176334563,0.686885489614866,0.5256853687010636,211.6253586610158,34.5243124167123,148.173,1262.3133333333335,102.4247833333333,2.7626299858093,315.25134444236755,1037.1864577134452,yolo5m_384,YOLOv5
0.68958,0.87588,0.81529,0.81764,0.5768,0.90143,0.90696,0.84182,0.3407,0.61824,0.83495,0.52885,0.435657796452035,0.5963994837351835,0.6815139694314303,0.5480040485986656,264.1854480902354,40.5272734165191,173.9726666666666,1470.7400000000002,118.63850999999993,3.0784177780151,376.3082098960876,1259.907302459081,yolo5m_416,YOLOv5
0.70785,0.88483,0.83092,0.82708,0.56283,0.90137,0.91043,0.84185,0.35382,0.64277,0.83598,0.55723,0.4430591062730034,0.6067968046284766,0.6871190301103791,0.5525254941223563,288.6266314983368,46.2766659259795,191.554,1711.126666666667,136.96108333333328,3.2991194725036,436.036524772644,1460.772651831309,yolo5m_448,YOLOv5
0.70807,0.8837,0.82299,0.82484,0.58653,0.90738,0.91297,0.85223,0.36685,0.66461,0.84497,0.57565,0.4517868950747145,0.6158087942671191,0.6935343331073408,0.562392398685704,322.8711414337158,51.865405241648304,216.37966666666665,1970.7533333333329,156.34759333333332,3.5428953170776003,522.2861540317535,1714.8024503389995,yolo5m_480,YOLOv5
0.40998,0.60779,0.68858,0.53754,0.30483,0.60278,0.71861,0.51858,0.12199,0.24796,0.61268,0.21399,0.1292162504983008,0.2019926689957349,0.4018965878734054,0.2044614457174604,19.8317233721415,1.5566523869831,8.203666666666601,22.6533333333333,14.9934533333333,0.9421610832214,9.9001407623291,31.6786587238311,yolo5n_160,YOLOv5
0.45829,0.66313,0.71812,0.59296,0.36149,0.6829,0.76906,0.6031,0.14725,0.29231,0.66735,0.2518,0.1627674751976175,0.2507328085774426,0.4444779403864765,0.2499799308950487,20.7228708267211,1.873960494995,10.241,30.8833333333333,15.3023466666666,0.9667992591857,13.6031782627105,42.722250223159705,yolo5n_192,YOLOv5
0.49688,0.70189,0.73809,0.62984,0.37219,0.72804,0.79195,0.65138,0.17297,0.33834,0.6951,0.29109,0.193802937772319,0.2932223294732954,0.4743777509823779,0.2877291700675261,21.8242971102396,2.3903822898864,12.9966666666666,42.2866666666666,18.31328,0.9918570518493,16.9705760478973,57.3531238238016,yolo5n_224,YOLOv5
0.52653,0.73181,0.76521,0.65475,0.44259,0.77883,0.82744,0.70105,0.19335,0.37461,0.72403,0.32177,0.2189239836082641,0.3276470090540352,0.5016172742671484,0.3141231940331999,22.209908167521103,2.8014794985453,15.974666666666598,54.8333333333333,19.0130433333333,1.0261368751525,20.1283013820648,71.21027588844291,yolo5n_256,YOLOv5
0.54961,0.75401,0.77756,0.67536,0.46836,0.80857,0.84307,0.73341,0.21386,0.41152,0.7432,0.35433,0.2413122487170944,0.3603099162033477,0.5296635814448716,0.3415692517594207,29.775542020797698,3.3448302745818,23.2573333333333,70.8466666666666,21.5563,1.1067962646484,27.7590525150299,91.6294515132903,yolo5n_288,YOLOv5
0.56586,0.77177,0.78614,0.68418,0.49061,0.8306,0.85778,0.75447,0.23611,0.44933,0.76051,0.38641,0.2604183560139966,0.3840126652073686,0.5502626292950594,0.3588932141653056,34.5985682805378,3.8716081778207,27.084,87.78999999999989,25.6263299999999,1.1046886444091,34.5174980163574,110.1209068298339,yolo5n_320,YOLOv5
0.57257,0.77729,0.79403,0.68881,0.50441,0.84338,0.86945,0.76711,0.25202,0.47847,0.771,0.41321,0.2729098361903989,0.4004971574542457,0.5572793304539367,0.3731730990033152,40.541513760884506,4.5634754498799,32.585,108.91333333333333,28.0598266666666,1.1177372932434,43.236666917800896,136.0082439581552,yolo5n_352,YOLOv5
0.58687,0.79478,0.78754,0.72015,0.52064,0.8588,0.87955,0.78205,0.26892,0.5085,0.77403,0.44091,0.2872245622169945,0.4206449141536749,0.5748785899063455,0.3907953591043003,43.659175237019696,5.2216509977975,39.002,130.64999999999998,32.4533033333333,1.1966919898986002,51.8884682655334,159.56201871236158,yolo5n_384,YOLOv5
0.59305,0.8006,0.80024,0.72068,0.53031,0.86608,0.88019,0.79369,0.28377,0.53301,0.79142,0.46068,0.3016948610585482,0.4383124498479812,0.5879645409428476,0.4064025212416065,52.6892936229705,6.069039106369,45.5323333333333,155.30333333333328,36.4630666666666,1.2487077713012,63.2447373867035,189.3816045920053,yolo5n_416,YOLOv5
0.59734,0.80397,0.80109,0.72548,0.52418,0.87255,0.88611,0.79984,0.29671,0.55821,0.80429,0.48381,0.3110022085456698,0.4523662303727475,0.6085304590876591,0.4126830292243897,58.654259443283,6.7075479030608,50.084,179.2966666666666,41.3617566666666,1.2945628166198,76.45281672477721,223.2063353061676,yolo5n_448,YOLOv5
0.60007,0.80946,0.80847,0.72959,0.54856,0.88166,0.89202,0.80972,0.31032,0.57828,0.80712,0.50319,0.3176884984557624,0.45954015899294,0.5900554803492831,0.4240010801641995,70.4705981413522,7.6624226570128,56.9146666666666,213.1633333333333,45.9287333333333,1.3462567329406,88.65537166595459,254.2374646663665,yolo5n_480,YOLOv5
0.49779,0.70121,0.73788,0.63894,0.36026,0.66449,0.76992,0.56428,0.14824,0.2875,0.6657,0.23841,0.1996399651445956,0.301396169249975,0.5122743894535027,0.2922428686880939,29.4353806972503,4.2339766025542,15.446,92.1066666666666,20.0132399999999,1.3340473175048,27.9183709621429,85.9065067768096,yolo5s_160,YOLOv5
0.54175,0.74588,0.78544,0.66887,0.41579,0.73763,0.81278,0.64656,0.17816,0.33929,0.71204,0.28086,0.2400144671957957,0.3566565100601406,0.5450846846766847,0.3381687335608322,35.7095034917195,5.2500092983245,20.8913333333333,126.1333333333333,25.448513333333302,1.3818430900573,32.4238920211792,113.5008132457732,yolo5s_192,YOLOv5
0.57658,0.78096,0.78624,0.71081,0.41927,0.77721,0.83069,0.69561,0.20439,0.38602,0.73806,0.32466,0.2744987800920707,0.4000202099028665,0.5940950009543976,0.3742941377817547,42.3270157972971,6.523399353027201,27.110333333333298,175.4033333333333,31.7685366666666,1.4080095291136998,46.5530836582183,161.8095397949218,yolo5s_224,YOLOv5
0.60012,0.80266,0.80341,0.72863,0.49246,0.82288,0.85879,0.74769,0.22868,0.4282,0.75064,0.36267,0.2992247487837979,0.4344285108441714,0.5997067650932337,0.4017272152034925,47.036059697469,7.8367908795674,32.9763333333333,184.1533333333333,33.1084733333333,1.4688611030578,54.2077434062957,191.0556836922963,yolo5s_256,YOLOv5
0.6224,0.82146,0.80861,0.75608,0.51567,0.84802,0.87467,0.77426,0.25018,0.46554,0.76936,0.39557,0.3229510282699602,0.4650735361416936,0.6274671549088173,0.4274991225507089,65.5065846443175,8.964618841806999,48.7913333333333,237.4666666666666,42.4534699999999,1.6018748283386,73.94799947738639,250.35127520561213,yolo5s_288,YOLOv5
0.63489,0.83126,0.83073,0.75111,0.53371,0.86473,0.88323,0.7941,0.27286,0.50528,0.77914,0.4336,0.3432511051138532,0.4908186775219684,0.6394616409595131,0.4497962723417904,75.5629412333169,10.6816641489664,58.1076666666666,295.03666666666663,51.9056366666666,1.628258228302,91.39001607894888,308.85712186495465,yolo5s_320,YOLOv5
0.63985,0.8368,0.82382,0.76333,0.51397,0.82293,0.88867,0.74241,0.28951,0.53385,0.80048,0.45691,0.3622430228798295,0.5132302195611997,0.6575732486126069,0.4648707111779906,84.9634130795796,12.2094011306762,69.64466666666661,358.0133333333333,58.8687699999999,1.6545033454895,114.569000005722,361.2317951520283,yolo5s_352,YOLOv5
0.65238,0.84658,0.83264,0.77018,0.46236,0.73552,0.88866,0.63535,0.3061,0.56393,0.81583,0.48353,0.3736493119562995,0.5265742327857439,0.6581356019074877,0.4820266953128627,101.3671016693114,13.9560254414876,79.44,432.44,63.57039333333329,1.6395592689514,133.84477257728568,434.4963256518045,yolo5s_384,YOLOv5
0.65437,0.84626,0.82553,0.7766,0.56322,0.89201,0.8992,0.82561,0.32208,0.58942,0.81543,0.50848,0.3858706592776929,0.5420278773564762,0.6665455389713839,0.4957109311781915,125.8762860298156,16.1656832695007,93.886,508.95333333333326,73.28456,1.8540382385253,165.0614941120147,516.9818834463755,yolo5s_416,YOLOv5
0.6584,0.85173,0.83144,0.78078,0.55116,0.895,0.90481,0.83104,0.33577,0.61363,0.82767,0.53061,0.3924961926617213,0.5504817704991621,0.6645009102813962,0.502078301444245,137.661770582199,18.3118240038553,106.2373333333333,609.6666666666667,82.15644666666661,1.8837070465087,189.1214680671692,614.5006469885508,yolo5s_448,YOLOv5
0.6578,0.85099,0.82901,0.77843,0.57459,0.9003,0.90588,0.84052,0.34745,0.63718,0.8349,0.55284,0.4012135415241352,0.5586636035379917,0.6708117820413637,0.5075258044094756,156.8947966893513,20.5968618392944,119.2626666666666,697.0333333333333,92.7825933333333,2.0515584945678,231.4274489879608,695.864245891571,yolo5s_480,YOLOv5
0.44742,0.64596,0.73469,0.57117,0.30894,0.60367,0.72561,0.51667,0.1271,0.25332,0.62351,0.21724,0.1579708044104847,0.24114349688586,0.4501844708466914,0.2437224213844651,36.8715238571166,2.6907591025034,11.5916666666666,28.883333333333297,20.07833,1.826639175415,15.0435185432434,47.150697708129805,yolo6l-d1w25_160,YOLOv6
0.49801,0.70467,0.76125,0.6228,0.36849,0.69202,0.7779,0.61117,0.15229,0.29985,0.66557,0.259,0.1965708425035887,0.2947144556503056,0.5170722120341325,0.2809311773779677,40.2886831760406,3.0640912055968,15.0263333333333,39.7,22.4397699999999,1.8722462654113,18.7196660041809,62.58636275927219,yolo6l-d1w25_192,YOLOv6
0.53628,0.74037,0.77487,0.66802,0.37882,0.73552,0.80636,0.6603,0.17871,0.34623,0.70859,0.29648,0.2306247825397907,0.340375975097236,0.5320499526373463,0.3286442108448071,38.8394331932067,3.8303371270497,18.6713333333333,54.6266666666666,24.6124966666666,1.8623566627502,24.9231874942779,85.5697588125864,yolo6l-d1w25_224,YOLOv6
0.5603,0.76403,0.77236,0.69758,0.4511,0.79008,0.83637,0.71367,0.20142,0.3865,0.72672,0.33036,0.2572051307409493,0.3767866625325732,0.5552912214194908,0.3589427955113589,38.3396128813425,4.2795654137928,23.4353333333333,69.8333333333333,25.9760566666666,1.9550013542175,28.522304296493505,96.8101342519123,yolo6l-d1w25_256,YOLOv6
0.58183,0.78475,0.80176,0.70581,0.47796,0.81953,0.84965,0.74684,0.22048,0.41997,0.73811,0.3605,0.2795283954423895,0.4054956024366435,0.5812343242469208,0.3821934656248588,44.8950350284576,5.249560674031501,32.0353333333333,92.0933333333333,30.8285066666666,1.9661617279052,38.7912082672119,129.7516568501789,yolo6l-d1w25_288,YOLOv6
0.60048,0.80071,0.79517,0.73391,0.4985,0.83913,0.86425,0.7686,0.2402,0.45701,0.75964,0.39138,0.3031327964079654,0.4361396173112981,0.6046916117077593,0.407006212399178,49.02430494626351,5.937408208847001,38.06,111.5966666666666,34.5438233333333,1.9675970077514,47.948567867279,160.6695294380188,yolo6l-d1w25_320,YOLOv6
0.61428,0.81342,0.806,0.73799,0.51371,0.85201,0.87565,0.77985,0.25707,0.48685,0.76918,0.41886,0.3169977161206905,0.4547358496854368,0.6423330200210756,0.4123231356862056,54.8673729101816,6.9470310211181,44.791,139.58,38.9663433333333,2.0125174522399,58.1606256961822,186.1933541297912,yolo6l-d1w25_352,YOLOv6
0.62657,0.8214,0.82115,0.73737,0.52974,0.86672,0.88796,0.79507,0.27542,0.51883,0.78971,0.44507,0.3327990258652392,0.4718994041322631,0.6374659075957914,0.43139065170476,59.678399165471305,7.633561293284,51.0503333333333,166.18999999999988,40.5204066666666,2.0610427856445,71.1725080013275,229.3285437424977,yolo6l-d1w25_384,YOLOv6
0.6363,0.827,0.82795,0.74974,0.54209,0.87637,0.89143,0.80781,0.28899,0.54221,0.79589,0.46714,0.345691099927232,0.488258732196534,0.6397603305290673,0.4456688331412716,72.912878592809,10.358361005783,60.5056666666666,199.34,43.9927366666666,2.1202898025512,84.6133923530578,274.0408813953399,yolo6l-d1w25_416,YOLOv6
0.64712,0.83841,0.8218,0.76465,0.53455,0.88045,0.89523,0.81284,0.30456,0.56766,0.80427,0.48991,0.3551111304421363,0.4990209318645647,0.6293874883060442,0.4616955635752567,78.3178214232126,9.8782296975453,68.1753333333333,233.63,49.7769133333333,2.2155976295471,101.8267011642456,313.5483721892038,yolo6l-d1w25_448,YOLOv6
0.65109,0.84113,0.80618,0.78157,0.55825,0.88771,0.89985,0.82221,0.31636,0.58879,0.80867,0.51282,0.3670757486331034,0.513536831923733,0.6529168475361422,0.4700708614170826,88.2493623097737,11.1645209789275,77.1616666666666,278.61333333333334,58.4823466666666,2.2080612182617,117.58739590644832,363.48176161448157,yolo6l-d1w25_480,YOLOv6
